"Yes","American Psychiatric Publishing","PsychiatryOnline Journals","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Psychiatric_Publishing","Ask","Ask"
"Yes","American Roentgen Ray Society","American Roentgen Ray Society","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Roentgen_Ray_Society","Ask","Ask"
"Yes","American Society for Cell Biology","American Society for Cell Biology","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Society_Cell_Biology","Ask","Ask"
"Yes","American Society for Clinical Pathology","American Society for Clinical Pathology","","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Society_Clinical_Pathology","Ask","Ask"
"Yes","American Society For Horticultural Science","","","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Society_Horticultural_Science","Ask","Ask"
"Yes","American Society for Microbiology","American Society for Microbiology","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/American_Society_for_Microbiology","Ask","Ask"
"Yes","American Society for Pharmacology and Experimental Therapeutics","","UofA","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Society_Pharmacology_Experimental_Therapeutics","Ask","Ask"
"Yes","American Society of Civil Engineers","American Society of Civil Engineers","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/American_Society_of_Civil_Engineers","Ask","Ask"
"Yes","American Society of Clinical Oncology","American Society of Clinical Oncology","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/American_Society_Clinical_Oncology","Ask","Ask"
"Yes","American Society of Hematology","American Society of Hematology","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Society_of_Hematology","Ask","Ask"
"Yes","American Society of Plant Biologists","American Society of Plant Biologists","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Society_of_Plant_Biologists","Ask","Ask"
"Yes","American Speech Language Hearing Association","American Speech Language Hearing Association","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/American_Speech_Language_Hearing_Association","Ask","Ask"
"Yes","American Statistical Association Publications","American Statistical Association","UofA","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/American_Statistical_Association_Publications","Ask","Ask"
"Yes","Ammons Scientific","Ammons Scientific","UofA","No","No","Yes","No","No","No","No","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Ammons","Ask","Ask"
"Yes","Annual Reviews","Annual Reviews","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Annual_Reviews","Ask","Ask"
"Yes","ARTstor Digital Library","","CRKN","Yes","Yes","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/ARTstor_Digital_Library","Ask","Ask"
"Yes","ASAE","American Society of Agricultural Engineers","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/ASAE","Ask","Ask"
"Yes","ASME","American Society of Mechanical Engineers","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/ASME","Ask","Ask"
"Yes","Association of Learned and Professional Society Publishers (ALPSP) Learned Journals Collection","Swets Information Services","CRKN","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Association_of_Learned_and_Professional_Society_Publishers_Learned_Journals_Collection","Ask","Ask"
"Yes","Astrophysics Data System","SAO/NASA","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Astrophysics_Data_System","Ask","Ask"
"Yes","Austlii Journals","Austlii Journals","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Austlii_Journals","Ask","Ask"
"Yes","Austrian Literature Online","Austrian Literature Online","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Austrian_Literature_Online","Ask","Ask"
"Yes","BDSL (Bibliographie des deutschen Sprach- und Literaturwissenschaft )","BDSL","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/BDSL","Ask","Ask"
"Yes","Begell House","EDC Electronic Data Center","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Begell_House","Ask","Ask"
"Yes","Bentham Open","Bentham","UofA","Yes","Yes","Yes","No","No","No","Ask","Ask","Ask","Yes","https://tal.scholarsportal.info/alberta/bentham_open","Ask","Ask"
"Yes","Biblioteca Virtual Miguel de Cervantes","FundaciÃ³n Biblioteca Virtual Miguel de Cervantes","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Biblioteca_Virtual_Miguel_de_Cervantes","Ask","Ask"
"Yes","Bioline International","Bioline International","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Bioline_International","Ask","Ask"
"Yes","BioMed Central","BioMed Central","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/BioMed_Central","Ask","Ask"
"Yes","BioOne","BioOne","","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/BioOne","Ask","Ask"
"Yes","Blackwell Digitized Journal Backfiles","Blackwell","CRKN","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Blackwell_Digitized_Journal_Backfiles","Ask","Ask"
"Yes","Bloomsbury Collections","Bloomsbury Publishing","UofA","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","https://tal.scholarsportal.info/alberta/Bloomsbury_Collections","Ask","Ask"
"Yes","BMJ","BMJ Publishing Group","UofA","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/BMJ","Ask","Ask"
"Yes","Books 24x7","Books24x7","UofA_COPPUL","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Books_24x7","Ask","Ask"
"Yes","Books 24x7 ebooks","Books24x7","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Books_24x7_UA","Ask","Ask"
"Yes","Botanicus","Botanicus","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Botanicus","Ask","Ask"
"Yes","Brepols - UofA","Brepols Publishers","UofA","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","https://tal.scholarsportal.info/alberta/Brepols","Ask","Ask"
"Yes","Brill Journals","Brill","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Brill_Journals","Ask","Ask"
"Yes","Brill Online Reference","Brill","UofA","Yes","Yes","Yes","No","No","No","Ask","Ask","Ask","Yes","https://tal.scholarsportal.info/alberta/Brill_Reference","Ask","Ask"
"Yes","British Institute of Radiology","British Institute of Radiology","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/British_Institute_of_Radiology","Ask","Ask"
"Yes","Burney Collection Newspapers","Gale Group","UofA","No","Yes","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Burney_Collection_Newspapers","Ask","Ask"
"Yes","Business & Industry","Gale Group","UofA","No","Yes","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Business_Industry","Ask","Ask"
"Yes","CAIRN - Bouquet GÃ©nÃ©ral","CAIRN","CRKN","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/CAIRN_Bouquet_General","Ask","Ask"
"Yes","Cambridge Books","","","Yes","Yes","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Cambridge_Books_Online_COPPUL","Ask","Ask"
"Yes","Cambridge Books Online","Cambridge University Press","UofA","Yes","Yes","Yes","No","Yes","No","Ask","Ask","Ask","Yes","https://tal.scholarsportal.info/alberta/Cambridge_Books_Online","Ask","Ask"
"Yes","Cambridge Histories Online [COPPUL]","Cambridge University Press","COPPUL","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Cambridge_Histories_Online","Ask","Ask"
"Yes","Cambridge Journals Online","Cambridge University Press","CRKN","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","https://tal.scholarsportal.info/alberta/Cambridge_Journals_Online","Yes","Yes"
"Yes","Canada's Heritage Globe and Mail 1844+","Micromedia Proquest","CRKN","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Canadas_Heritage_Globe_and_Mail_1844_plus","Ask","Ask"
"Yes","Canadian Mathematical Society","Canadian Mathematical Society","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Canadian_Mathematical_Society","Ask","Ask"
"Yes","Canadian Medical Association","Canadian Medical Association","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Canadian_Medical_Association","Ask","Ask"
"Yes","Canadian Publishers Collection","Gibson Library Connections","CRKN","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Canadian_Publishers_Collection","Ask","Ask"
"Yes","Carl Hanser Verlag","Carl Hanser","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Hanser","No","No"
"Yes","CBCA Complete","ProQuest","UofA_LHCADL","Yes","Yes","Yes","No","No","No","Ask","Ask","Yes","Yes","https://tal.scholarsportal.info/alberta/CBCA_Complete","Ask","Ask"
"Yes","Cell Press","Elsevier","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Cell_Press","Ask","Ask"
"Yes","Central and Eastern European Online Library - CEEOL","CEEOL","UofA","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/CEEOL","No","No"
"Yes","China Academic Journals","East View Information Services","UofA","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/China_Academic_Journals","Ask","Ask"
"Yes","Classical Scores Library","Alexander Street Press/Gibson Library Connections","CRKN","Yes","Yes","Yes","Ask","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Classical_Scores_Library","Ask","Ask"
"Yes","Clinical Chemistry","American Association for Clinical Chemistry","UofA","No","No","Yes","No","No","No","Ask","Ask","Ask","Yes","https://tal.scholarsportal.info/alberta/Clinical_Chemistry","Ask","Ask"
"Yes","Clinical Key","Elsevier","UofA_HKN","Yes","Yes","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/clinical_key","Ask","Ask"
"Yes","CLOCKSS","[Generic]","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/CLOCKSS","Ask","Ask"
"Yes","CogNet","MIT Press","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/CogNet","Ask","Ask"
"Yes","Cold Spring Harbor Protocols","Cold Spring Harbor Laboratory Press","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Cold_Spring_Harbor_Protocols","Ask","Ask"
"Yes","Columbia International Affairs Online","Columbia University Press","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Columbia_International_Affairs_Online","Ask","Ask"
"Yes","Company of Biologists","Company of Biologists","UofA","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Company_of_Biologists","Ask","Ask"
"Yes","Contemporary Women's Issues","Gale Group","UofA","No","Yes","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Contemporary_Womens_Issues","Ask","Ask"
"Yes","CPI.Q","Gale Cengage Learning","UofA_TAL","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Gale_TAL","Ask","Ask"
"Yes","CRCnetBASE","Taylor and Francis Group","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/CRCnetBASE","Ask","Ask"
"Yes","CSIRO","CSIRO","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/CSIRO","Ask","Ask"
"Yes","De Gruyter Online Journals","De Gruyter","UofA","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/De_Gruyter_Online_Journals","Ask","Ask"
"Yes","Default","","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Default","Ask","Ask"
"Yes","Digital Himalaya","Cambridge University Press","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Digital_Himalaya","Ask","Ask"
"Yes","Dove Press","Dove Press","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Dove_Press","Ask","Ask"
"Yes","Duke University Press","Duke University Press","UofA","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Duke_University_Press","Ask","Ask"
"Yes","Duke University Press Ebooks","Duke University Press","COPPUL","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Duke_University_Press_ebooks","Ask","Ask"
"Yes","E-Journal","","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/journal","Ask","Ask"
"Yes","Early Canadiana Online","Canadiana.org","CRKN","Yes","Yes","Yes","Ask","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Early_Canadiana_Online","Ask","Ask"
"Yes","East View Publications","East View Information Services","UofA","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/East_View_Publications","Ask","Ask"
"Yes","Ebrary","ebrary","UofA_COPPUL","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Ebrary","Ask","Ask"
"Yes","EBSCO","EBSCO Publishing","UofA_COPPUL","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/ebsco_coppul","Ask","Ask"
"Yes","EBSCOhost","EBSCO Publishing","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/ebsco_ua","Ask","Ask"
"Yes","Ebscohost","EBSCO Publishing","","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/ebsco_tal","Ask","Ask"
"Yes","Ebscohost - LHCADL","EBSCO Publishing","","No","Yes","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/EBSCOhost_LHCADL","Ask","Ask"
"Yes","Ebscohost Library","EBSCO Publishing","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/ebsco_library","Ask","Ask"
"Yes","Ecological Society of America","Ecological Society of America","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Ecological_Society_of_America","Ask","Ask"
"Yes","Economist Historical Archive","Gale Group","UofA","No","Yes","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Economist_Historical_Archive","Ask","Ask"
"Yes","Edinburgh University Press","Edinburgh University Press","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Edinburgh_University_Press","Ask","Ask"
"Yes","EDITLIB","EdITLib","","No","No","Yes","No","No","No","Yes","No","No","Yes","https://tal.scholarsportal.info/alberta/editlib","Ask","Ask"
"Yes","EDP Sciences","EDP Sciences","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/EDP_Sciences","Ask","Ask"
"Yes","EI Village","Elsevier","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/EI_Village","Ask","Ask"
"Yes","Eighteenth Century Collections Online","Gale Cengage Learning","CRKN","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Eighteenth_Century_Collections_Online","Ask","Ask"
"Yes","EIU Country Reports Viewswire","Economist Intelligence Unit","CRKN","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/EIU_Country_Reports_Viewswire","Ask","No"
"Yes","Electrochemical Society","Electrochemical Society","UofA","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Electrochemical_Society","Ask","Ask"
"Yes","Elsevier Science Direct Ebooks","Elsevier","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Elsevier_Science_Direct_Ebooks","Ask","Ask"
"Yes","Elsevier ScienceDirect","Elsevier","CRKN","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","https://tal.scholarsportal.info/alberta/ScienceDirect","Yes","Yes"
"Yes","Emerald Press","Emerald Group","UofA_COPPUL","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Emerald_Press","Ask","Ask"
"Yes","Endocrine Society","Endocrine Society","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/EndocrineSociety","Ask","Ask"
"Yes","Erudit","Erudit Consortium","UofA","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Erudit","Ask","Ask"
"Yes","Erudit Scholarly Journals Collection","Consortium Erudit","CRKN","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","https://tal.scholarsportal.info/alberta/Erudit_Scholarly_Journals_Collection","Yes","Yes"
"Yes","Expert Reviews","Expert Reviews","UofA","No","Yes","Yes","No","No","No","Ask","Ask","Ask","Yes","https://tal.scholarsportal.info/alberta/Expert_Reviews","Ask","Ask"
"Yes","Factiva","Dow Jones","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Factiva","Ask","Ask"
"Yes","Federation of American Societies for Experimental Biology","Federation of American Societies for Experimental Biology","","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/FASEB","Ask","Ask"
"Yes","Franz Steinger Verlag","Franz Steinger Verlag","UofA","Yes","Yes","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/FranzSteinger","Ask","Ask"
"Yes","Fuente Academica","EBSCO Publishing","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Fuente_Academica","Ask","Ask"
"Yes","Future Medicine","Future Medicine","","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Future_Medicine","Ask","Ask"
"Yes","Gale","Gale Group","UofA","Yes","Yes","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Gale","Ask","Ask"
"Yes","Gale (LHCADL)","Gale Group","UofA_LHCADL","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Gale_LHCADL","Ask","Ask"
"Yes","Geographical Association","Geographical Association","UofA","No","No","Yes","No","No","No","No","No","No","Yes","https://tal.scholarsportal.info/alberta/Geographical_Association","Ask","Ask"
"Yes","Geological Society of America","Geological Society of America","UofA","Yes","Yes","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Geological_Society_America","Ask","Ask"
"Yes","Geological Society of London","Geological Society of London","","No","No","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Geological_Society_London","Ask","Ask"
"Yes","GeoScienceWorld","GeoScience","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/GeoScienceWorld","Ask","Ask"
"Yes","Global Resources","Center for Research Libraries","CRKN","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Global_Resources","Ask","Ask"
"Yes","Guilford","Guilford","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Guilford","Ask","Ask"
"Yes","Harmatheque Books","Harmatheque","UofA","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","https://tal.scholarsportal.info/alberta/Harmatheque","Ask","Ask"
"Yes","Hart Publishing","Hart Publishing","UofA","No","No","Yes","No","No","No","Ask","No","Ask","Yes","https://tal.scholarsportal.info/alberta/Hart_Publishing","Ask","Ask"
